subject,course_code,course_title,weekdays,time,location
INDS,115,Renal.,R,10:35 am-11:25 am,MCMED 504
INDS,119J2,Clinical Method 1.,T,12:15 pm-04:00 pm,000890 A2026A
INDS,119J2,Clinical Method 1.,T,12:15 pm-04:00 pm,000890 A2024
INDS,119J2,Clinical Method 1.,T,12:15 pm-04:00 pm,000890 A2026B
INDS,119J2,Clinical Method 1.,T,12:15 pm-04:00 pm,000890 A2027
INDS,119J2,Clinical Method 1.,M,09:35 am-10:25 am,000890 A2040B
INDS,119J2,Clinical Method 1.,R,01:35 pm-03:25 pm,000890 A2048B
INDS,119J2,Clinical Method 1.,R,01:35 pm-03:25 pm,000890 A2048A
INDS,119J2,Clinical Method 1.,R,01:35 pm-03:25 pm,000890 A2008A
INDS,119J2,Clinical Method 1.,R,01:35 pm-03:25 pm,000890 A2008B
INDS,119J2,Clinical Method 1.,F,08:35 am-09:25 am,000890 A2040B
INDS,119J2,Clinical Method 1.,F,03:00 pm-04:50 pm,000890 A2008B
INDS,119J2,Clinical Method 1.,F,03:00 pm-04:50 pm,000890 A2048B
INDS,119J2,Clinical Method 1.,F,03:00 pm-04:50 pm,000890 A2008A
INDS,119J2,Clinical Method 1.,F,03:00 pm-04:50 pm,000890 A2048A
INDS,119J2,Clinical Method 1.,R,12:30 pm-04:00 pm,000890 A2024
INDS,119J2,Clinical Method 1.,R,12:30 pm-04:00 pm,000890 A2026A
INDS,119J2,Clinical Method 1.,R,12:30 pm-04:00 pm,000890 A2026B
INDS,119J2,Clinical Method 1.,R,12:30 pm-04:00 pm,000890 A2027
INDS,119J2,Clinical Method 1.,T,12:30 pm-04:30 pm,000890 A2024
INDS,119J2,Clinical Method 1.,T,12:30 pm-04:30 pm,000890 A2026A
INDS,119J2,Clinical Method 1.,T,12:30 pm-04:30 pm,000890 A2026B
INDS,119J2,Clinical Method 1.,T,12:30 pm-04:30 pm,000890 A2027
INDS,122J2,Physician Apprenticeship 1.,R,08:30 am-10:00 am,000890 A2026B
INDS,122J2,Physician Apprenticeship 1.,R,08:30 am-10:00 am,000890 A2027
INDS,122J2,Physician Apprenticeship 1.,R,08:30 am-10:00 am,000890 A2024
INDS,122J2,Physician Apprenticeship 1.,R,08:30 am-10:00 am,000890 A2026A
INDS,123J2,Research Fundamentals 1.,T,12:35 pm-02:35 pm,000890 A2052B
INDS,123J2,Research Fundamentals 1.,T,12:35 pm-02:35 pm,000890 A2048A
INDS,123J2,Research Fundamentals 1.,T,12:35 pm-02:35 pm,000890 A2052A
INDS,123J2,Research Fundamentals 1.,T,12:35 pm-02:35 pm,000890 A2048B
INDS,123J2,Research Fundamentals 1.,W,01:35 pm-04:25 pm,MCMED 325
INDS,123J2,Research Fundamentals 1.,M,09:05 am-11:55 am,MCMED 208/9
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 333
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 336
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 335
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 337
INDS,123J2,Research Fundamentals 1.,T,01:35 pm-04:25 pm,MCMED 325
INDS,123J2,Research Fundamentals 1.,M,09:05 am-11:55 am,MCMED 208/9
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 333
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 337
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 335
INDS,123J2,Research Fundamentals 1.,M,12:35 pm-03:55 pm,MCMED 336
INDS,123J2,Research Fundamentals 1.,T,01:35 pm-04:25 pm,MCMED 325
INDS,224J2,Community Health Alliance Project - C.H.A.P..,R,09:00 am-12:00 pm,000890 A2048A
INDS,224J2,Community Health Alliance Project - C.H.A.P..,R,09:00 am-12:00 pm,000890 A2048B
INDS,224J2,Community Health Alliance Project - C.H.A.P..,R,10:30 am-12:00 pm,000890 A2052A
INDS,224J2,Community Health Alliance Project - C.H.A.P..,R,10:30 am-12:00 pm,000890 A2052B
INDS,224J2,Community Health Alliance Project - C.H.A.P..,R,12:35 pm-01:25 pm,000890 A2040B
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,000890 A2040C
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,000890 A2040A
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,000890 A2040B
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,09:00 am-05:00 pm,000890 A2040D
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,000890 A2052A
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,000890 A2048B
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,000890 A2048A
INDS,224J2,Community Health Alliance Project - C.H.A.P..,T,01:00 pm-04:00 pm,000890 A2052B
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 202
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 201
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 203
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 335
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 337
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 335
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 337
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 519
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 337
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 337
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 519
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 335
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 519
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 335
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 519
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 335
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 336
INDS,224J2,Community Health Alliance Project - C.H.A.P..,F,09:05 am-11:55 am,MCMED 337
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2048A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2048B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,01:00 pm-04:00 pm,000890 A2048A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,01:00 pm-04:00 pm,000890 A2048B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2008B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,000890 A2052B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,000890 A2052A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,000890 A2008B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,R,09:00 am-12:00 pm,000890 A2008A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2048A
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,F,09:00 am-12:00 pm,000890 A2048B
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 325
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 325
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 325
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 210/11
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,300,Mindful Medical Practice - Transition to Clinical Practice.,W,01:35 pm-04:25 pm,MCMED 208/9
INDS,302,Medical Ethics and Health Law.,F,09:00 am-12:00 pm,000890 A2040A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2040A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2040C
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2040D
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,000890 A2048A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,000890 A2048B
INDS,302,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,000890 A2008A
INDS,302,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,000890 A2008B
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,000890 A2008A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-02:30 pm,000890 A2008B
INDS,302,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,000890 A2052B
INDS,302,Medical Ethics and Health Law.,F,02:30 pm-04:00 pm,000890 A2052A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2052B
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2052A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2048A
INDS,302,Medical Ethics and Health Law.,F,01:00 pm-04:00 pm,000890 A2040D
INDS,302,Medical Ethics and Health Law.,W,09:00 am-12:00 pm,000890 A2048A
INDS,302,Medical Ethics and Health Law.,F,08:05 am-04:55 pm,MCMED 504
INDS,302,Medical Ethics and Health Law.,F,08:05 am-04:25 pm,MCMED 504
INDS,320J2,Formation of the Professional and Healer.,T,10:35 am-11:25 am,000890 A2040B
INDS,320J2,Formation of the Professional and Healer.,W,12:35 pm-01:25 pm,000890 A2040B
INDS,320J2,Formation of the Professional and Healer.,T,12:35 pm-02:25 pm,000890 A2040B
INDS,320J2,Formation of the Professional and Healer.,W,01:05 pm-03:55 pm,MCMED 210/11
INDS,320J2,Formation of the Professional and Healer.,R,09:05 am-11:55 am,MCMED 504
INDS,320J2,Formation of the Professional and Healer.,R,01:05 pm-03:55 pm,MCMED 210/11
INDS,320J2,Formation of the Professional and Healer.,F,09:05 am-11:55 am,MCMED 210/11
INDS,320J2,Formation of the Professional and Healer.,F,01:05 pm-03:55 pm,MCMED 210/11
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 335
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 336
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 337
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 221
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 220
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 205
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 204
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 203
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 201
INDS,320J2,Formation of the Professional and Healer.,M,09:05 am-11:55 am,MCMED 202
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 221
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 205
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 204
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 203
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 202
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 220
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 208/9
INDS,320J2,Formation of the Professional and Healer.,M,01:05 pm-03:55 pm,MCMED 201
INDS,320J2,Formation of the Professional and Healer.,W,09:05 am-11:55 am,MCMED 522
INDS,320J2,Formation of the Professional and Healer.,W,01:05 pm-03:55 pm,MCMED 504
INDS,320J2,Formation of the Professional and Healer.,R,09:05 am-11:55 am,MCMED 522
INDS,320J2,Formation of the Professional and Healer.,R,01:05 pm-03:55 pm,MCMED 504
INDS,320J2,Formation of the Professional and Healer.,F,09:05 am-11:55 am,MCMED 522
INDS,320J2,Formation of the Professional and Healer.,F,01:05 pm-03:55 pm,MCMED 504
INDS,320J2,Formation of the Professional and Healer.,R,09:05 am-11:55 am,MCMED 522
INDS,320J2,Formation of the Professional and Healer.,R,09:05 am-11:55 am,MCMED 522
INDS,320J2,Formation of the Professional and Healer.,R,10:05 am-11:55 am,MCMED 336
INDS,320J2,Formation of the Professional and Healer.,R,10:05 am-11:55 am,MCMED 335
INDS,320J2,Formation of the Professional and Healer.,R,10:05 am-11:55 am,MCMED 210/11
INDS,320J2,Formation of the Professional and Healer.,R,10:05 am-11:55 am,MCMED 208/9
INDS,320J2,Formation of the Professional and Healer.,R,10:05 am-11:55 am,MCMED 337
INDS,320J2,Formation of the Professional and Healer.,F,09:05 am-11:55 am,MCMED 522
INDS,423J2,Clerkship Integrated Assessment 1.,F,08:00 am-11:00 am,000890 A2040C
INDS,423J2,Clerkship Integrated Assessment 1.,F,08:00 am-11:00 am,000890 A2040D
INDS,423J2,Clerkship Integrated Assessment 1.,R,08:00 am-12:00 pm,000890 A2040C
INDS,423J2,Clerkship Integrated Assessment 1.,R,08:00 am-12:00 pm,000890 A2040D
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-02:25 pm,MCMED 504
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 335
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 337
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-04:55 pm,MCMED 504
INDS,423J2,Clerkship Integrated Assessment 1.,T,09:05 am-10:25 am,MCMED 504
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 335
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 519
INDS,423J2,Clerkship Integrated Assessment 1.,T,10:35 am-11:55 am,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,T,01:05 pm-03:55 pm,MCMED 634
INDS,423J2,Clerkship Integrated Assessment 1.,T,01:05 pm-03:55 pm,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 519
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 337
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 335
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,W,03:05 pm-04:55 pm,MCMED 325
INDS,423J2,Clerkship Integrated Assessment 1.,R,01:05 pm-03:55 pm,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,F,09:05 am-10:25 am,MCMED 504
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 210/11
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,F,10:35 am-11:55 am,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 337
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,M,09:05 am-11:55 am,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,M,01:05 pm-02:25 pm,MCMED 504
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 325
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 519
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 337
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 335
INDS,423J2,Clerkship Integrated Assessment 1.,M,02:35 pm-03:55 pm,MCMED 210/11
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 337
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 210/11
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 335
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,M,04:05 pm-05:25 pm,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,T,09:05 am-11:55 am,MCMED 208/9
INDS,423J2,Clerkship Integrated Assessment 1.,T,01:05 pm-03:55 pm,MCMED 204
INDS,423J2,Clerkship Integrated Assessment 1.,T,01:05 pm-03:55 pm,MCMED 634
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 221
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 201
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 202
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 205
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 220
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 203
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 333
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 335
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 336
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 337
INDS,423J2,Clerkship Integrated Assessment 1.,W,09:05 am-11:55 am,MCMED 519
INDS,423J2,Clerkship Integrated Assessment 1.,W,03:05 pm-04:55 pm,MCMED 325
INDS,423J2,Clerkship Integrated Assessment 1.,R,09:05 am-11:55 am,MCMED 208/9
